,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
8718,mazinglyblessed,2019-11-17 20:44:06+00:00,2,Twitter for iPhone,And our healthcare workers are paid as well or better than those in the US.,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}",Positive
8719,revolutionman55,2019-11-17 20:33:36+00:00,0,Twitter for iPhone,Sorry but its not free. Everything has a price. So youre telling us your doctors and healthcare workers dont get paid?,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5723}",Negative
8720,PhoebeSnowGames,2019-11-17 20:32:59+00:00,0,Twitter Web App,"That 1.5 billion isn't coming from the workers. It's coming from the company. If you're worth billions of dollars, you should be paying a ton in taxes. The amount of taxes that go uncollected between corporate tax cuts and religion could more than cover healthcare in the US.","{'neg': 0.043, 'neu': 0.92, 'pos': 0.037, 'compound': -0.0772}",Negative
8721,EmmaKEdDev,2019-11-17 20:19:52+00:00,12,Twitter Web App,"Er, I think you'll find that the workers staffing the NHS and the people paying taxes to fund it *are* international. And that healthcare is a public good. We *all* benefit when everyone can access care.","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8442}",Positive
8722,ChicoMioLoco,2019-11-17 20:17:43+00:00,5,Twitter Web App,"The Filipino girls where I work all have to pay to access the NHS - they are already paying tax and NI and around 2k for a work visa. I think it is normal for non EU (no reciprocal healthcare) workers to do so. Not saying it is right, just that the reciprocity is relevant","{'neg': 0.026, 'neu': 0.974, 'pos': 0.0, 'compound': -0.1027}",Negative
8723,amjsutherland,2019-11-17 19:50:38+00:00,1,Twitter for iPhone,"Well there is the concept of shift work... that already allows workers to work several days on, take a break for a few days and then return to work. Thats entirely applicable in healthcare and education with a bit of forethought.","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.2732}",Positive
8724,SMHopkins,2019-11-17 19:49:48+00:00,15,Twitter for iPhone,"Great work. This will go nicely with the led EU commissioned EU wide study on healthcare workers knowledge, attitudes and behaviours around antibiotics and AMR AntibioticGuardian WAAW2019 eaad AntibioticAwarenessWeek","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7906}",Positive
8725,thestuffofmemes,2019-11-17 19:39:57+00:00,14,Twitter for iPad,"give free NHS healthcare to migrant workers, give it to refugees, give it to their mums, give it to anyone who asks for it, and if you have a problem with the cost just nationalise a profit-making industry to pay for it, itll be hilarious","{'neg': 0.084, 'neu': 0.794, 'pos': 0.122, 'compound': 0.4404}",Positive
8726,KlebsPapers,2019-11-17 19:32:32+00:00,6,dlvr.it,Contamination of healthcare workers' hands with E. coli and Klebsiella species after routine patient care a prospective observational study.,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",Positive
8727,rhiannonkhan17,2019-11-17 19:22:41+00:00,0,Twitter Web App,"If you call state capitalism Communism good luck. I've worked in China, and workers there have very few rights. Even the poorest pay something for their healthcare. Days are long and 7 day weeks are not uncommon. I've seen people asleep at counters in shops and far worse.","{'neg': 0.136, 'neu': 0.764, 'pos': 0.1, 'compound': -0.2732}",Negative
8728,TonyTiger916,2019-11-17 19:13:04+00:00,0,Twitter for iPhone,"I work for Union shop. I tell workers if they like quality healthcare that we have, stay clear of Dems single payer plans. I sat on the H&amp;W board 6 years and saw 1st hand the carnage Obamacare did on our plan. So bad, we had emergency negotiations to CBA to keep Plan solvent","{'neg': 0.105, 'neu': 0.758, 'pos': 0.137, 'compound': 0.228}",Positive
8729,raptor_jenkins,2019-11-17 19:11:25+00:00,0,Twitter Web App,Why did you cut your workers healthcare? No one trusts you.,"{'neg': 0.262, 'neu': 0.549, 'pos': 0.189, 'compound': -0.0516}",Negative
8730,stevendrowe,2019-11-17 18:55:55+00:00,1,Twitter Web App,"Makes me so angry to hear how have made healthcare workers jobs so much harder. Every day, prior to my Mothers death, they were all exhausted, we don't know how they coped. Miracle workers. Vote Starmer GE2019 VoteNHS NHSCrisis","{'neg': 0.199, 'neu': 0.73, 'pos': 0.071, 'compound': -0.7809}",Negative
8731,JasperBarry2,2019-11-17 18:44:09+00:00,5264,Twitter Web App,"If Brexit happens everyone in the UK loses 1) EU citizenship 2) Workers' and human rights 3) Protection of EU Court of Justice 4) Freedom to travel, study, work and live in 27 countries. 5) EHIC card for healthcare throughout the EU. If Brexit doesn't happen, we lose nothing","{'neg': 0.04, 'neu': 0.787, 'pos': 0.172, 'compound': 0.8205}",Positive
8732,VibrantCalgary,2019-11-17 18:40:47+00:00,1,Twitter for iPhone,A new report says some of the more than one million Canadian workers who could lose their jobs to machines could fill growing gaps in the nation's healthcare system with the right training now. automation,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.1779}",Positive
8733,trentonewing7,2019-11-17 17:56:19+00:00,0,Twitter for iPhone,"Along with that, starting IVs on babies is not the easiest task. Its not fun or enjoyable to healthcare workers either to hear them cry and scream. Sometimes veins are hard to hit, that doesnt necessarily mean that (in Laurens case) they dont know what theyre doing. (Cont.)-","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.9125}",Negative
8734,Condimentgrrl,2019-11-17 17:53:17+00:00,3,Twitter for iPhone,The wealthiest country in the nation needs to be the healthiest. That means the best healthcare for the lowest income workers. Id vote for Graham. StateOfTheUnion TCMParty,"{'neg': 0.076, 'neu': 0.706, 'pos': 0.218, 'compound': 0.7003}",Positive
8735,Shirley56589268,2019-11-17 17:43:40+00:00,0,Twitter for iPhone,HK Police arrest volunteer healthcare workers ,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}",Negative
8736,jamee_walters,2019-11-17 17:41:58+00:00,0,Twitter for iPhone,"Thinking of all the first responders and healthcare staff taking care of these kids. This is horrific. When everyone else sleeps or has weekends, these hard workers see the effects of gunviolence Kids deserve more.","{'neg': 0.138, 'neu': 0.786, 'pos': 0.076, 'compound': -0.3818}",Negative
8737,Ianmontefrio,2019-11-17 17:40:54+00:00,0,Twitter for iPad,"Your screwing this one up, we need reciprocal agreements with our European neighbours on healthcare, benefits and movement of workers. Drop the poisonous rhetoric, its going to backfire.","{'neg': 0.212, 'neu': 0.659, 'pos': 0.129, 'compound': -0.4588}",Negative
8738,Ianmontefrio,2019-11-17 17:39:57+00:00,0,Twitter for iPad,"Your screwing this one up, we need reciprocal agreements with our European neighbours on healthcare, benefits and movement of workers. Drop the poisonous rhetoric, its going to backfire.","{'neg': 0.212, 'neu': 0.659, 'pos': 0.129, 'compound': -0.4588}",Negative
8739,marbee0228,2019-11-17 17:38:48+00:00,0,Twitter Web App,"WhatRThey guitar BTW, I work in finance. Nice job, with healthcare, paid vacation, holidays, pension and 401K. Yes, last of a dying breed of American workers. I am blessed, so I don't mind helping others get ahead.","{'neg': 0.048, 'neu': 0.687, 'pos': 0.266, 'compound': 0.8704}",Positive
8740,WTFBirdman,2019-11-17 17:32:30+00:00,1,Twitter for iPhone,"Great talker, that may do what he says, BUT, WE KNOW BERNIE WILL Fight for all US workers &amp; families! Fight for the basic human right of affordable healthcare for all! Do the right thing &amp; redistribute some of the insane amount of $ at the top, to REBUILD THE DREAM! ","{'neg': 0.155, 'neu': 0.73, 'pos': 0.115, 'compound': -0.5962}",Negative
8741,ChaninHongKong,2019-11-17 17:31:59+00:00,1,Twitter for iPhone,"This is what happening NOW in PolyU in HongKong, this is how  treat the frontline reporters and healthcare workers. THIS IS INHUMANE!","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.4574}",Positive
8742,KoyleMarty,2019-11-17 17:23:06+00:00,0,Twitter for iPhone,"As a burned out oldster I agree we overuse the term when it is the forced excommunication of healthcare workers of all types to faulty leaders, managers and even worse metrics!","{'neg': 0.234, 'neu': 0.699, 'pos': 0.067, 'compound': -0.7345}",Negative
8743,DavGreenberg,2019-11-17 17:21:17+00:00,1,Twitter for iPhone,zucman The spirit of what you are saying is probably correct but some big employers like WalMart do subsidize healthcare insurance for even part-time workers.,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5574}",Positive
8744,YOWcreate,2019-11-17 17:17:33+00:00,0,Twitter for Android,Heres the thing cant cut billions from impoverished people sick people autistic people developmentallyDifferent people teachers healthcare workers ..aim to privatize ambulance.. then ask for kindness I call bullshit strike,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.5878}",Positive
8745,Neb_Antib_news,2019-11-17 17:10:01+00:00,0,Buffer,"It is essential to educate all healthcare workers for rapid diagnosis, team working, and personalized management. J Rello el al. Clin Microbiol Infect 2018","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8746,HealioPulm,2019-11-17 17:05:09+00:00,0,Hootsuite Inc.,Occupational exposure to disinfectants may raise COPD risk in healthcare workers,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",Negative
8747,Vesaversa,2019-11-17 16:59:37+00:00,0,Twitter for Android,"I agree with President Obama Dems need Republicans Independent and Dems alike. We do not need to start over with 10 different healthcare plans . Fix the ACA make it a public option, do infratructure education and immigration maybe a real tax cut for workers","{'neg': 0.047, 'neu': 0.897, 'pos': 0.056, 'compound': 0.1027}",Positive
8748,mamarex45,2019-11-17 16:58:11+00:00,0,Twitter for Android,"So you believe in slavery for healthcare workers? Because if free healthcare is a right, then all healthcare workers are essentially slaves to the rest of us. Why do I owe you health care? Tax the 1% till they are like the rest of us and they will just move.","{'neg': 0.076, 'neu': 0.776, 'pos': 0.148, 'compound': 0.5514}",Positive
8749,navymanyi,2019-11-17 16:58:05+00:00,0,Twitter for iPhone,HongKongPolice arrested health-care workers next to PolyU tonight PolyU healthcare doctor nurse health standwithhongkong StandWithHongKong SOS sos savehongkong save help,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",Negative
8750,per4mm,2019-11-17 16:51:10+00:00,1,Twitter for iPhone,Bullying between healthcare workers is REAL af,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5994}",Negative
8751,Indybay,2019-11-17 16:45:01+00:00,0,Buffer,[Event] UCSF Healthcare Workers Rally For People Of Chile The people of Chile are rising up!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8752,GarwoodStevens,2019-11-17 16:39:20+00:00,1,Twitter Web App,Democratic Governor wins runoff in The Bayou against wealthy Centrist Republican who sunk $14 MILLION of his own money to try to take down raising wages for workers and better healthcare! Nous clbrons avec Beignet et Chicory Coffee Larsistance,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.8553}",Positive
8753,AllenK25375934,2019-11-17 16:36:05+00:00,0,Twitter for Android,"Does FedEx employ thousands of workers ? Yes . Can those employees afford housing, healthcare and education? Yes","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.6966}",Positive
8754,odo_kate,2019-11-17 16:30:04+00:00,1,Twitter for iPhone,Nosotros programme of community health workers in San Antonio supporting patients with diabetes. One-third of patients reached self-care with sig reduction in HbA1C &amp; healthcare use. Takes time but builds trust,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.765}",Positive
8755,JasonPoblete,2019-11-17 16:28:05+00:00,6,Twitter Web App,The interim leaders of Bolivia should legally process Cuban healthcare workers and investigate them for gross violations of fundamental rights. They must not be extradited to Cuba or any third-country until Bolivia can if and how Cuban health care workers meddled in the region.,"{'neg': 0.125, 'neu': 0.787, 'pos': 0.088, 'compound': -0.4404}",Negative
8756,GBirgand,2019-11-17 16:27:41+00:00,26,Twitter Web App,A large survey involving around 9000 french healthcare workers showing low level of MDRO awareness and knowledge of associated control measures... still a lot of effort to produce ,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.2732}",Negative
8757,ARadicalGuide,2019-11-17 16:25:57+00:00,0,ARG-Tweet,"Bristol Care Workers Network Bristol Care Workers Network Bristol Care Workers Network is a group of healthcare and social care workers in the Bristol area. Bristol Care Workers Network fights against bosses and managers to get better rights, pay and te...","{'neg': 0.073, 'neu': 0.589, 'pos': 0.337, 'compound': 0.9413}",Positive
8758,jeremyww,2019-11-17 16:22:51+00:00,0,Twitter for Mac,"Im TooFarLeft because I believe CEOs should not get a bonus, stock, or high salaries while their workers cannot afford to live. Im TooFarLeft because I believe healthcare should be a guaranteed right. Im TooFarLeft because I believe in separation of church &amp; state.","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.431}",Negative
8759,Stinkerbelle359,2019-11-17 16:16:32+00:00,0,Twitter for iPhone,Nurses Say Violent Assaults Against Healthcare Workers Are a Silent Epidemic,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8126}",Negative
8760,AllanSaulNa,2019-11-17 16:12:59+00:00,1,Twitter Web App,Community Health Workers Fill Gaps in Rural Healthcare,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8761,YTICornell,2019-11-17 16:00:00+00:00,2,TweetDeck,"This webinar will feature results from a Cornell study of employment-related decision-making among older healthcare professionals, and include steps that can improve the work experiences and job tenure of workers in the healthcare field. Register now","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.4404}",Positive
8762,JibMonkey,2019-11-17 15:49:42+00:00,0,TweetDeck,Rising8 The same bullshit of 'saving' corporations so that they are so successful that they can buy their own stock and line executive pockets while closing down plants and screwing over union workers by threatening to take their healthcare. Disgusting.,"{'neg': 0.226, 'neu': 0.686, 'pos': 0.088, 'compound': -0.7673}",Negative
8763,lacijoanderson,2019-11-17 15:29:21+00:00,3,Twitter for iPhone,"Calling all CNAs, EMTs, or healthcare workers My work is looking for patient care techs. We have several positions open. Great experience and helping with kiddos. Hmu if you want more info","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8689}",Positive
8764,TheBern420,2019-11-17 15:23:45+00:00,0,Twitter Web App,Polls Billionaires donate to candidates for a reason. If you refuse to see that theres nothing I can do for you. Healthcare workers are different from CEOs &amp; lobbyist of healthcare industry.Take your gaslighting elsewhere.Why would I choose someone who is taking money from big donors,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.296}",Negative
8765,debpresente,2019-11-17 15:00:51+00:00,9,Twitter for iPhone,"The capitalist system is rigged against those without millions, no matter how productive workers are...recessions occur every 7-15 years and workers deserve a healthcare cushion for constant boom &amp; bust cycles","{'neg': 0.107, 'neu': 0.837, 'pos': 0.056, 'compound': -0.1744}",Negative
8766,WCRI,2019-11-17 15:00:22+00:00,2,Buffer,"Minnesota workers compensation medical payments per claim remained stable from 2012 to 2017, according to a recent study by the Workers Compensation Research Institute (WCRI). Read more at workerscomp healthcare","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.296}",Positive
8767,WangWeikong,2019-11-17 14:41:58+00:00,0,Twitter for iPhone,"I referred to Bidens record on healthcare before becoming VP. Throughout the previous years in Congress, he supported policies and nominations from Republicans and supported corporations over workers. As for my age...too old.","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5574}",Positive
8768,chukAlsina,2019-11-17 14:36:50+00:00,11,Twitter for iPhone,"He had his first fundraiser hosted by a union-busting lawyer, &amp; this week he held another fundraiser in LA at the home of a board member of Kaiser Permanente, the hospital chain currently [] in a labor dispute with the National Union of Healthcare Workers","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.4019}",Negative
8769,redCastaway,2019-11-17 14:25:50+00:00,0,Twitter for Android,"There are other ways other than again soaking working class Americans with yet more forced taxes on healthcare. Do you really think that corporations who will pay under this sham are just going to roll over &amp; give up their hard earned money? No, they'll cut workers &amp; costs.","{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.7902}",Negative
8770,entitledsol,2019-11-17 14:04:43+00:00,0,Twitter for Android,We have covered it all for your blue collar workers.  Easy access to emergency funds  Flexible saving programs  Savings on healthcare costs  Financial security with insurance plans  Fulfilling rewards programs  Day-to-day savings on essentials,"{'neg': 0.053, 'neu': 0.736, 'pos': 0.211, 'compound': 0.7717}",Positive
8771,2lassies,2019-11-17 13:13:54+00:00,0,Twitter for iPad,Our biggest issue after climate change. Public option to begin with would help settle a lot of questions about whether this is right for the U.S. plus government policies to increase of healthcare workers. What the Medicare for All Fight Is Really About,"{'neg': 0.055, 'neu': 0.84, 'pos': 0.105, 'compound': 0.34}",Positive
8772,olofzonmarcus,2019-11-17 13:07:59+00:00,0,Twitter for iPad,"Sweden Lessons for America . Why would we move and leave what we have. The US should focus on how to make itself attractive on the international market as a place to live, work and prosper. Two of those that are vital are healthcare and workers rights","{'neg': 0.024, 'neu': 0.875, 'pos': 0.101, 'compound': 0.5994}",Positive
8773,Alichat66,2019-11-17 13:03:07+00:00,6,Twitter Web App,The proposed policy is for 'non-residents' to pay for healthcare. Diane Abbott thinks workers in the UK don't live in the UK. This woman wants to be Home Secretary. Ye Gods ..... ,"{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.1027}",Negative
8774,WeinsteinPR,2019-11-17 13:00:43+00:00,0,Twitter Web Client,Nikes Custom-Designed Shoe for Healthcare Workers Features Designs by Pediatric Patients,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8775,Jan14531,2019-11-17 12:55:54+00:00,1,Twitter for Android,"Not really. Its coroners, lawyers and healthcare workers. Trolling masquerading as acedemic opinion, yuck","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8776,FroydogM,2019-11-17 12:38:49+00:00,1,Twitter for Android,"Pete &amp; Warren know it is employers kicking people off healthcare. They close their companies, lay off workers, change insurance plans &amp; fire workers. No 'choice' possible in any of these scenarios! Bernie is honest about life issues &amp; offers real protection!","{'neg': 0.107, 'neu': 0.825, 'pos': 0.068, 'compound': -0.2225}",Negative
8777,kenishagordonca,2019-11-17 12:20:07+00:00,9,Twitter for Android,No other gov has arrested dengue like this admin.We will not sit&amp;let PNP play politics with our healthcare/ppl.Gov 1B to fight dengue  1K vector control workers Intensified fogging Increased clinic hrs Councillors tussle over StCat dengue cases,"{'neg': 0.219, 'neu': 0.726, 'pos': 0.055, 'compound': -0.7533}",Negative
8778,LindaJe79892317,2019-11-17 12:16:20+00:00,6,Twitter Web App,"6% of nhs staff eu, 8% non eu, 5% unknown, &amp; 81% British. We were told eu workers would be the saving of nhs &amp; healthcare. Well that didn't work out did it, we're still understaffed. Look in the right direction, nhs needs cross party common sense, not to be used to point score.","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.5859}",Positive
8779,Morountodun_,2019-11-17 12:13:05+00:00,0,Twitter for iPhone,A lot of people cannot afford private healthcare and therefore have to settle for general hospitals. But the conditions of these hospitals are so dire and nobody seems to be doing anything. Workers will obviously be upset when theyre being paid next to nothing ...,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.8657}",Negative
8780,SabrinaH_1995,2019-11-17 11:42:16+00:00,0,Twitter for iPhone,My point is that issues even arise naturally. Healthcare workers are trained to identify issues and how to have sensitive conversations with people. The OP is pushing back against gender identity being included in medical records.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8781,BMGFIndia,2019-11-17 11:19:13+00:00,87,Twitter Web App,". and interact with Bihar's public health workers - the real-life heroes, taking healthcare services to the last mile &amp; ensuring that no one is left behind.","{'neg': 0.067, 'neu': 0.767, 'pos': 0.166, 'compound': 0.4939}",Positive
8782,GonzaloCassiano,2019-11-17 11:14:59+00:00,8,Twitter for Android,"Conner2 Did you work in Spain? Or went just for holidays. If a tourist comes to the UK they need the Eu card, same as you in Spain. If you work there you need to register yourself in the Spanish healthcare system. You are mixing up free tourism healthcare with workers rights.","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.7096}",Positive
8783,NalediChirwa,2019-11-17 10:12:19+00:00,32,Twitter for iPhone,"Todays NHIPublicHearings in Sekhukhune District Municipality is attended by many home based community healthcare workers. They stress on the issue of Primary Healthcare and Prevention, medication in clinics and lack of support from government on mental health.","{'neg': 0.119, 'neu': 0.818, 'pos': 0.063, 'compound': -0.34}",Negative
8784,nursingnoodle,2019-11-17 09:50:17+00:00,4,Twitter for iPhone,"After completing a 5 week placement on a neonatal unit, Im inspired &amp; in awe of the amazing work that neonatal nurses and other healthcare workers do  Last night I went to a WorldPrematurityDay celebration organised by these nurses, to raise money for the local neonatal unit","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7906}",Positive
8785,mrmarkf,2019-11-17 09:38:35+00:00,0,Twitter for iPad,3 Actually Corbyn has made the connection. A Labour gov will end FoM. Also FoM is used to get staff for the NHS and farm workers. Pretty sure poor people would prefer cheap food and free healthcare to faster YouTube.,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.8316}",Positive
8786,GraceSlow,2019-11-17 09:33:40+00:00,8,Twitter for Android,likeness Bernie's medicare-for-all bill provides funding to help healthcare workers transition into new jobs.,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",Positive
8787,tom_maccoy,2019-11-17 09:23:41+00:00,0,Twitter for Android,"Nonsense...this bill is NAFTA by another name so there is no urgency...unlike all the other House bills that YOU are obstructing that improve healthcare, stop Gun Massacres in Schools, Protect Workers Rights, Stop Violence Against Women and Reverse Climate Change MoscowMitch","{'neg': 0.248, 'neu': 0.65, 'pos': 0.102, 'compound': -0.7823}",Negative
8788,ArgusC,2019-11-17 09:21:22+00:00,2,Twitter for Android,I think of the 2 million Healthcare workers who would lose their jobs also. Public option is a much better way to get there. Drug cost reduction would benefit people immediately. Better to work on realistic goals imo.,"{'neg': 0.051, 'neu': 0.781, 'pos': 0.168, 'compound': 0.7269}",Positive
8789,Dougmacd9826,2019-11-17 09:06:10+00:00,0,Twitter for Android,"If your going to charge for immigration &amp; healthcare to people who just want to work &amp; pay tax you are simply going to deter people from coming, in a nation that not only had a massive skills shortage but also a lack of workers to work in non skilled jobs.","{'neg': 0.111, 'neu': 0.866, 'pos': 0.023, 'compound': -0.5423}",Negative
8790,MariamHRabi1,2019-11-17 08:53:26+00:00,5,Twitter for Android,Health workers from specifically college of medicine providing free healthcare service for the community in Somaliland medical fair,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",Positive
8791,Sara520S,2019-11-17 08:44:48+00:00,0,Twitter Web App,"I have begged so many politicians to get together, and nothing. No offence, but people like you and the politicians will be fine, because you guys can afford private healthcare. It's the elderly, jobless and zero hour workers will suffer.","{'neg': 0.095, 'neu': 0.739, 'pos': 0.166, 'compound': 0.1501}",Positive
8792,BecomingaDr,2019-11-17 08:32:57+00:00,11,Twitter for Android,This is a landmark report and will do much to improve the lives of medical students and doctors. A fundamental shift is needed in how we care for our healthcare workers.. &amp; Dame Cola put forward key recommendations. Find out more about the 'ABC' here....BAD19 Wellbeing,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.7506}",Positive
8793,davidwferrell,2019-11-17 08:20:43+00:00,1,Twitter Web App,"TRUMP He'll put pesticides in water, re-pollute the skies... then scheme to strip away your healthcare. Screwing over the workers he claims to support. LiarInChief we're fed up! Why isn't Trump in prison?","{'neg': 0.048, 'neu': 0.808, 'pos': 0.144, 'compound': 0.5851}",Positive
8794,KennyJCanada,2019-11-17 08:16:04+00:00,2,Twitter for Android,"(Stats rolls in at Nike ...) ...Healthcare is the fastest-growing sector of the U.S. economy, employing over 18 million workers... Nike marketing Let's make them a shoe, call them 'heros' &amp; cash in! *All start clapping*","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8795,Human1American2,2019-11-17 07:46:50+00:00,1,Twitter Web App,"Kamala has a 10yr transition period and is prepared to hold those unwilling to transition to her M4A plan accountable. Also, her plan doesn't put thousands of workers in the healthcare industry out of work, and keeps rural hospitals from closing due to bankruptcy.","{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.2263}",Positive
8796,iwasjohnoliver,2019-11-17 07:42:23+00:00,1,Twitter for iPhone,"Youre ruining which was a party that supported everybody fairly and realistically including Affordable Healthcare Sensible Gun Control Civil Rights Activism Workers Unions Fair Tax Rates and strong budgets, limiting debts These were moderate stances not your radicals ones.","{'neg': 0.092, 'neu': 0.688, 'pos': 0.221, 'compound': 0.7351}",Positive
8797,senwele,2019-11-17 07:40:45+00:00,3,Twitter Web App,"To these Mangu Healthcare Workers Hall of Famers, respec, respec, big up yourself! Cc olalere","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8798,LoveAutismDogs,2019-11-17 07:00:24+00:00,0,Twitter Web App,"She's got at crap financing plan with an employer head tax which will hurt poor&amp;middle class workers,ImmigrationReform thrown in as a roadblock to implementation And an even crappier transition trying to pass healthcare twice in 3 years, 2nd time after midterms during reelection.","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.7184}",Negative
8799,VampWriterGRRL,2019-11-17 06:24:02+00:00,1,Twitter for iPhone,x 54 LPartridge mary These healthcare workers should be tried for negligent homicide and imprisoned. That would scare the rest of them into doing their jobs or quitting and freeing up jobs for actual humans.,"{'neg': 0.074, 'neu': 0.89, 'pos': 0.037, 'compound': -0.4767}",Negative
8800,lukewestra,2019-11-17 05:51:24+00:00,1,Twitter for iPhone,"Nike designed a shoe for medical workers  based on a clog archetype, with more performance features and user centered details to fit the activities and environments of modern healthcare professionals","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3612}",Positive
8801,mariavctra,2019-11-17 05:41:41+00:00,63,Twitter for iPhone,"its sooo many people i personally know studying to work in the healthcare field who openly hate trans people, sex workers, black people etc etc as if these arent the groups most marginalized by the system UR trying to practice in and its truly psychotic!!!!! ","{'neg': 0.096, 'neu': 0.847, 'pos': 0.057, 'compound': -0.453}",Negative
8802,Chasergrl,2019-11-17 05:21:46+00:00,1,Twitter for iPhone,"All or Nothing crowd wont suffer the consequences from that strategy. Itll be workers who dont make enough to live,itll be damn near impossible to garner support for womens reproductive rights, affordable healthcare will venture into becoming a myth. LAgov","{'neg': 0.138, 'neu': 0.802, 'pos': 0.06, 'compound': -0.5423}",Negative
8803,Hardasshelen,2019-11-17 05:13:27+00:00,0,Twitter for iPhone,Children r the toughest 4 healthcare workers 2 encounter.,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.0772}",Negative
8804,klycook,2019-11-17 05:08:08+00:00,0,Twitter for iPhone,Campaigns arent aimed at the poor because they &amp;the rich are served by federal policies. Take the ACA for example More poor got covered even tho Obama made Bush tax cuts for the rich permanent. Meanwhile workers healthcare got more expensive each year. They always pay the cost.,"{'neg': 0.161, 'neu': 0.721, 'pos': 0.118, 'compound': -0.1531}",Negative
8805,edwinsmall07,2019-11-17 05:04:47+00:00,0,Twitter Web App,"and communism. He could never live in a country that had both, healthcare for all, not having to worry about veterans getting help and better workers rights. He fears that what we pay Israel millions of dollars a year to live. He is lost, but luckely he is part of a minority.","{'neg': 0.082, 'neu': 0.824, 'pos': 0.094, 'compound': 0.1909}",Positive
8806,BernThird,2019-11-17 04:51:09+00:00,2,Twitter for Android,I'm TooFarLeft cuz Healthcare is a human right. TooFarLeft cuz Our country should NOT be controlled by greedy billionaires. TooFarLeft cuz American workers deserve a living wage. TooFarLeft cuz the planet is on fire and politicians are arguing about what kind of bucket to use,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.7717}",Negative
